image,freshness,temperature
eye-fresh\mataSegar113_jpeg.rf.243671cba24f9c06b3be5374c1559094.jpg,fresh,0.01
eye-fresh\mataSegar113_jpeg.rf.574df31b81cd772930af9f8447fa3717.jpg,fresh,3.6
eye-fresh\mataSegar114-2-Small_jpeg.rf.402e561bd2125af1aaa7531f134a15fd.jpg,fresh,3.59
eye-fresh\mataSegar114-2-Small_jpeg.rf.7004cf367b26eef7d1e5fb641f154810.jpg,fresh,3.03
eye-fresh\mataSegar114-2-Small_jpeg.rf.e5ac6ad0d981232fa4e311fd70247786.jpg,fresh,0.13
eye-fresh\mataSegar114-2_jpeg.rf.4f5ab9ec7005b23c49e006518fc8f054.jpg,fresh,3.93
eye-fresh\mataSegar114-2_jpeg.rf.5a0208b86d53588034881e53d31b1a9c.jpg,fresh,2.18
eye-fresh\mataSegar114-2_jpeg.rf.a66086b5ee6500e617650eaf99f62517.jpg,fresh,1.22
eye-fresh\mataSegar114-3-Small_jpeg.rf.422677cd35f89bceb66069a2ec83c32c.jpg,fresh,3.42
eye-fresh\mataSegar114-3-Small_jpeg.rf.c095034ab8850d51cbe72a79afec300c.jpg,fresh,3.16
eye-fresh\mataSegar114-3-Small_jpeg.rf.fe90276c2596698f1ee0abbf780878a5.jpg,fresh,1.7
eye-fresh\mataSegar115-2_jpeg.rf.0badba044a1267d27ce9437f4edb3578.jpg,fresh,1.81
eye-fresh\mataSegar115-2_jpeg.rf.2f5530ee8b9757a873fdcf795d7cbd1f.jpg,fresh,3.58
eye-fresh\mataSegar115-2_jpeg.rf.f68e356c42da71d36c00f79d3cc67628.jpg,fresh,2.34
eye-fresh\mataSegar115-Small_jpeg.rf.4979fc1811dde0ed7ad07b62f1c97792.jpg,fresh,0.65
eye-fresh\mataSegar115-Small_jpeg.rf.7989103fa1fe40bc5958ea8c377d237b.jpg,fresh,1.36
eye-fresh\mataSegar115-Small_jpeg.rf.7ab16c5be802e0cf0b5b116c86924960.jpg,fresh,0.69
eye-fresh\mataSegar115_jpeg.rf.ab89b09410de5e645dcd8069a698c4f8.jpg,fresh,3.68
eye-fresh\mataSegar115_jpeg.rf.f59ce3df55b6a1513c866a554bd36367.jpg,fresh,3.58
eye-fresh\mataSegar115_jpeg.rf.fd5ff75eabbe038f828ff0d7db4c66f9.jpg,fresh,2.32
eye-fresh\mataSegar116-2_jpeg.rf.29280d53253cf8c34332b45ae1bccd87.jpg,fresh,0.67
eye-fresh\mataSegar116-2_jpeg.rf.6667bb0b3e51fdbf1052c83969d8a123.jpg,fresh,0.21
eye-fresh\mataSegar116-2_jpeg.rf.bf96bb10b4e475da3dd56e414f5d16b1.jpg,fresh,2.21
eye-fresh\mataSegar116-3-Small_jpeg.rf.1ad43dd52f9ebb99cee5b306a7f98bc2.jpg,fresh,2.64
eye-fresh\mataSegar116-3-Small_jpeg.rf.c78f721bf1487a5e2f88f676bbed4150.jpg,fresh,1.22
eye-fresh\mataSegar116-3-Small_jpeg.rf.c8eb6c17d197da0998672310ba1ff037.jpg,fresh,0.9
eye-fresh\mataSegar116-3_jpeg.rf.027e318ab2ed7287bc497e4263dd1823.jpg,fresh,0.82
eye-fresh\mataSegar116-3_jpeg.rf.ac362200c9108847ab87b2eca95ada22.jpg,fresh,3.96
eye-fresh\mataSegar116-3_jpeg.rf.fb73e452e0036e476e366d0fd0e57350.jpg,fresh,0.88
eye-fresh\mataSegar116-Small_jpeg.rf.982aa72a9f1227d4c6ca074cca09963d.jpg,fresh,3.06
eye-fresh\mataSegar116-Small_jpeg.rf.a7313b8f9b43715f0d38f59e82c88f06.jpg,fresh,3.31
eye-fresh\mataSegar116-Small_jpeg.rf.c7bba7e6f490b66d3bb2dcfd92ef2a5b.jpg,fresh,3.35
eye-fresh\mataSegar116_jpeg.rf.46c27a839012e532fbe8200515eab6cf.jpg,fresh,2.05
eye-fresh\mataSegar116_jpeg.rf.78db95aa0862e4372ef9adf4f062d443.jpg,fresh,3.56
eye-fresh\mataSegar116_jpeg.rf.ec572a2d77fa35b290f731b9aa71af7b.jpg,fresh,3.42
eye-fresh\mataSegar117-3-Small_jpeg.rf.294571c5fdf3b2b9c8e0f4f44b9a901e.jpg,fresh,1.63
eye-fresh\mataSegar117-3-Small_jpeg.rf.4101fad52c3f453a37c0c254f11b6180.jpg,fresh,2.25
eye-fresh\mataSegar117-3-Small_jpeg.rf.b2f5b05faf93506acdee8b97bf944bc5.jpg,fresh,2.96
eye-fresh\mataSegar117-Small_jpeg.rf.295b48b0d12bfc6c1e9b79afbae8628c.jpg,fresh,3.96
eye-fresh\mataSegar117-Small_jpeg.rf.cd2139f5fd6c11c63a4653fcfa472f39.jpg,fresh,3.04
eye-fresh\mataSegar117-Small_jpeg.rf.fe589c8e8593434309f2a999b2a4088b.jpg,fresh,3.64
eye-fresh\mataSegar118-3_jpeg.rf.294ad2e82ec8ed947f21ddeca3eac32b.jpg,fresh,3.45
eye-fresh\mataSegar118-3_jpeg.rf.7d53a03d045b2d57c24b6265ba5d1487.jpg,fresh,3.97
eye-fresh\mataSegar118-3_jpeg.rf.a2a2d831ba79b65100ddd700544f33ec.jpg,fresh,0.22
eye-fresh\mataSegar118-Small_jpeg.rf.5fddb51b10f17eb2e99e3352b06109f0.jpg,fresh,0.34
eye-fresh\mataSegar118-Small_jpeg.rf.7781f2f1f0ae610bfb4432b6e3d3e740.jpg,fresh,0.63
eye-fresh\mataSegar118-Small_jpeg.rf.844007deb859ae981fa718d218da2079.jpg,fresh,4
eye-fresh\mataSegar118_jpeg.rf.16f89503ff911ec79b0899d0de09670a.jpg,fresh,0.01
eye-fresh\mataSegar118_jpeg.rf.99b71a82698ad471bcffd16c101a93e5.jpg,fresh,1.33
eye-fresh\mataSegar118_jpeg.rf.ca3e2176578293062ea8a1bbe11594d1.jpg,fresh,2.64
eye-fresh\mataSegar119-2-Small_jpeg.rf.223119840bab36be9a6e6a6f4b3f0822.jpg,fresh,2.05
eye-fresh\mataSegar119-2-Small_jpeg.rf.4a652aebc32597fc874acd230740bb91.jpg,fresh,1.05
eye-fresh\mataSegar119-2-Small_jpeg.rf.884abbb71bed8f8571371995cc28eff8.jpg,fresh,1.16
eye-fresh\mataSegar119-2_jpeg.rf.87613ef14412677264c0fea7ab4c1351.jpg,fresh,3.5
eye-fresh\mataSegar119-2_jpeg.rf.8fdfbacf9faf17037c13bc2c00355318.jpg,fresh,2.45
eye-fresh\mataSegar119-2_jpeg.rf.b2d2b838815344be55a83aed3395b54c.jpg,fresh,3.87
eye-fresh\mataSegar119_jpeg.rf.3569399c0be4c7f0fd463836113da6b5.jpg,fresh,2.38
eye-fresh\mataSegar119_jpeg.rf.83d4da6f2afed2726c0d477bb75f6bfc.jpg,fresh,2.17
eye-fresh\mataSegar119_jpeg.rf.fb866ecd5fb5b95b2a50e48e969b300c.jpg,fresh,0.73
eye-fresh\mataSegar11_jpeg.rf.2f3866cff89b0d3f9dac1053c083ea21.jpg,fresh,0.37
eye-fresh\mataSegar11_jpeg.rf.38b94a57786d624d38071c2489876754.jpg,fresh,1
eye-fresh\mataSegar11_jpeg.rf.db589844524f4d54ae0b0d178a0aa76b.jpg,fresh,2.49
eye-fresh\mataSegar12-Small_jpeg.rf.2d8596b22e153d51fc4eda47f64d778a.jpg,fresh,1.25
eye-fresh\mataSegar12-Small_jpeg.rf.8cca799e80526da2f22818c6212724d9.jpg,fresh,2.82
eye-fresh\mataSegar12-Small_jpeg.rf.ff7eda95da3e3a443773d2f4049d3a84.jpg,fresh,1.1
eye-fresh\mataSegar120-Small_jpeg.rf.5e2ec3a5d78e89d2d4e3fd3e770f0120.jpg,fresh,1.55
eye-fresh\mataSegar120-Small_jpeg.rf.a0b61f4f6a7731b6c512183c5eb91e7a.jpg,fresh,2.45
eye-fresh\mataSegar120-Small_jpeg.rf.b7ba070a2ff7450e799b8ba421ac30a8.jpg,fresh,0.76
eye-fresh\mataSegar120_jpeg.rf.2b529293832ce37ea2c34a33c0ac3819.jpg,fresh,1.64
eye-fresh\mataSegar120_jpeg.rf.4f019e30fef7f8bb68b08bd938e42950.jpg,fresh,0.63
eye-fresh\mataSegar120_jpeg.rf.cc003025d68629d2dae0758d96d3d054.jpg,fresh,0.93
eye-fresh\mataSegar121-2-Small_jpeg.rf.9cbe11e783da3a2880c0edaa0440928a.jpg,fresh,1.73
eye-fresh\mataSegar121-2-Small_jpeg.rf.d3fc2b4edecd9ca2cb614bdd1a4bbc4e.jpg,fresh,2.87
eye-fresh\mataSegar121-2-Small_jpeg.rf.e0870005cfb59a9205455997d9a137c5.jpg,fresh,2.96
eye-fresh\mataSegar121-2_jpeg.rf.3a23636668ab61e65e5f2e5f141a8717.jpg,fresh,0.28
eye-fresh\mataSegar121-2_jpeg.rf.abe5ce75300b531c9c3ab780b0ffcede.jpg,fresh,2.21
eye-fresh\mataSegar121-2_jpeg.rf.b9908f3dd7c8f71df1ffa3dc17651b97.jpg,fresh,1.37
eye-fresh\mataSegar121-Small_jpeg.rf.0b3375798ed3bd4c71dc84b18d0c91cf.jpg,fresh,3.19
eye-fresh\mataSegar121-Small_jpeg.rf.2d37fefc77ba18de89345d84739d559b.jpg,fresh,3.78
eye-fresh\mataSegar121-Small_jpeg.rf.738715acdb54ed0c97dabbb385e296a9.jpg,fresh,2.51
eye-fresh\mataSegar121_jpeg.rf.439cc99d32cf253450e692a401bc5579.jpg,fresh,3.64
eye-fresh\mataSegar121_jpeg.rf.8fd1804c9fed868e05b634cb8db2595a.jpg,fresh,1.25
eye-fresh\mataSegar121_jpeg.rf.d7b38b86aae8d3d558ddc48c2495ebdc.jpg,fresh,3.1
eye-fresh\mataSegar122-Small_jpeg.rf.19206a75432912e4bd20f23b500dfbd6.jpg,fresh,0.69
eye-fresh\mataSegar122-Small_jpeg.rf.94e0376837f3a1f6d99693fb178526ea.jpg,fresh,1.87
eye-fresh\mataSegar122-Small_jpeg.rf.c1db73e07c369b0943720c32bad1c394.jpg,fresh,2.12
eye-fresh\mataSegar123_jpeg.rf.01172ebeb3f10229ad53f9ca5c9512aa.jpg,fresh,2.16
eye-fresh\mataSegar123_jpeg.rf.3b5d4c3a18bb3feaf7b510ced59949dd.jpg,fresh,3.61
eye-fresh\mataSegar123_jpeg.rf.d8f9813dcf103d16eeb89fea7cf2b1e8.jpg,fresh,2.26
eye-fresh\mataSegar124-Small_jpeg.rf.2b3fd3a6c120f84e32b14c48918f7f86.jpg,fresh,3.26
eye-fresh\mataSegar124-Small_jpeg.rf.94f0ab5d2824c198cff7ff9290c769d2.jpg,fresh,3.82
eye-fresh\mataSegar124-Small_jpeg.rf.d931c49200d69cef842067bc9b3efe5f.jpg,fresh,0.57
eye-fresh\mataSegar125-Small_jpeg.rf.0228079154d203805b806b8c9de9b2f7.jpg,fresh,3.88
eye-fresh\mataSegar125-Small_jpeg.rf.0558c0201898f62eefcd5c9c51d994e7.jpg,fresh,3.46
eye-fresh\mataSegar125-Small_jpeg.rf.47531768998b0bf29951fc490d0e1fac.jpg,fresh,1.25
eye-fresh\mataSegar126-Small_jpeg.rf.189ad621986c92b2df816d034803e698.jpg,fresh,0.26
eye-fresh\mataSegar126-Small_jpeg.rf.24c606e7fedcd9c364d74432d50f6082.jpg,fresh,1.97
eye-fresh\mataSegar126-Small_jpeg.rf.680b61da5e7079498dd303d889a9c043.jpg,fresh,3.2
eye-fresh\mataSegar127-Small_jpeg.rf.a43d06d3bd089a2126b3644f7d008fc0.jpg,fresh,3.18
eye-fresh\mataSegar127-Small_jpeg.rf.b71b393279d4d6f993f48c8c25aae410.jpg,fresh,2.94
eye-fresh\mataSegar127-Small_jpeg.rf.fff7667036c3b8babf6ff3bba77a51dd.jpg,fresh,2.66
eye-fresh\mataSegar127_jpeg.rf.bc2d7b596939c840abaf6498f6571d98.jpg,fresh,0.26
eye-fresh\mataSegar127_jpeg.rf.f505aaff796a96c0d8d502e054a578fe.jpg,fresh,1.39
eye-fresh\mataSegar127_jpeg.rf.f78d62c5165659f0961cd3d6997fc26a.jpg,fresh,1.81
eye-fresh\mataSegar128-Small_jpeg.rf.494eab5dbc83e5b32fea058b09725eea.jpg,fresh,3.94
eye-fresh\mataSegar128-Small_jpeg.rf.6310e1d410098654ec409f75125b9fd7.jpg,fresh,1.33
eye-fresh\mataSegar128-Small_jpeg.rf.d086da8bc1081302903eb92cd8b4708c.jpg,fresh,2.18
eye-fresh\mataSegar128_jpeg.rf.8205d9ff2ca448158c58620fc7b0211c.jpg,fresh,1.32
eye-fresh\mataSegar128_jpeg.rf.ca3605b1a51819439e7987ee48b3ab49.jpg,fresh,2.35
eye-fresh\mataSegar128_jpeg.rf.da0c0b990cd6293640fc2133e579517b.jpg,fresh,3.88
eye-fresh\mataSegar129-2-Small_jpeg.rf.5438b0524a046431a6272fc9dd01f143.jpg,fresh,0.16
eye-fresh\mataSegar129-2-Small_jpeg.rf.73483fa2e4b50d1a043c8930da69bf8a.jpg,fresh,2.56
eye-fresh\mataSegar129-2-Small_jpeg.rf.7fe9cabb5482f587abe8e6b08fa6e405.jpg,fresh,0.9
eye-fresh\mataSegar129-3_jpeg.rf.42c308ec05608ff6e6fab20dc96b02ac.jpg,fresh,0.84
eye-fresh\mataSegar129-3_jpeg.rf.506aebf9689561a62385a10d0941ff93.jpg,fresh,2.46
eye-fresh\mataSegar129-3_jpeg.rf.5ffe2e8414d928669c47c959563dcf65.jpg,fresh,3.26
eye-fresh\mataSegar129-4_jpeg.rf.21a6739b6830aed46a6bcd85c772a0b4.jpg,fresh,1.72
eye-fresh\mataSegar129-4_jpeg.rf.9f434be70a75431f9545513504086c48.jpg,fresh,1.21
eye-fresh\mataSegar129-4_jpeg.rf.b40fde67188121f8c4c56f2883d7bef3.jpg,fresh,3.48
eye-fresh\mataSegar129-5_jpeg.rf.0be5d941df96dad49836f2655bb89fc4.jpg,fresh,1.67
eye-fresh\mataSegar129-5_jpeg.rf.6325ec43ee2241403e12887982ab35f3.jpg,fresh,0.44
eye-fresh\mataSegar129-5_jpeg.rf.685375ae6e25ad4ba4a01da88cc7c25f.jpg,fresh,2.54
eye-fresh\mataSegar129_jpeg.rf.4705b8e037b89c1184e9b4118ac425e3.jpg,fresh,1.36
eye-fresh\mataSegar129_jpeg.rf.912dba023bab9600b7587c2a0e441d9e.jpg,fresh,0.15
eye-fresh\mataSegar129_jpeg.rf.9a4467a7462da50f2c45f6532c27f961.jpg,fresh,1.12
eye-fresh\mataSegar12_jpeg.rf.17f0816db5db2ac236af9d0a98635708.jpg,fresh,0.45
eye-fresh\mataSegar12_jpeg.rf.620d17a1183bd9df895c12b3d3064492.jpg,fresh,3.28
eye-fresh\mataSegar12_jpeg.rf.76e1cae2ebd437d9167e84148d3e5aee.jpg,fresh,0.04
eye-fresh\mataSegar13-Small_jpeg.rf.02df80bf7beb5b981b35bd1ca04fb043.jpg,fresh,2.08
eye-fresh\mataSegar13-Small_jpeg.rf.0921ef27383f2505dba27c3150352f49.jpg,fresh,3.54
eye-fresh\mataSegar13-Small_jpeg.rf.491148b629a1eb21de41a719ee019a21.jpg,fresh,3.31
eye-fresh\mataSegar130-Small_jpeg.rf.47aa0dfee21bc968ac90a0eee6f3c15b.jpg,fresh,1.52
eye-fresh\mataSegar130-Small_jpeg.rf.4c225b8e05b0aa0b98cd6dc2ca81070a.jpg,fresh,2.94
eye-fresh\mataSegar130-Small_jpeg.rf.de9223b8ff8f71a761a7e3a15051e74b.jpg,fresh,3.64
eye-fresh\mataSegar130_jpeg.rf.a5c2059791990927d28f553e856a5a91.jpg,fresh,2.9
eye-fresh\mataSegar130_jpeg.rf.b4df278d1733f09a1e8e00a645ddebb1.jpg,fresh,1.33
eye-fresh\mataSegar130_jpeg.rf.ff85c862595ddb219bb138c9c3bc148e.jpg,fresh,3.47
eye-fresh\mataSegar131-Small_jpeg.rf.10dd422bb4b50d6f36031b9399692ef3.jpg,fresh,0.92
eye-fresh\mataSegar131-Small_jpeg.rf.50267eea54da9916bdda4f6c1595ecc0.jpg,fresh,0.78
eye-fresh\mataSegar131-Small_jpeg.rf.ab1aa0a0ed3d9dfb69d122522b73f196.jpg,fresh,3.97
eye-fresh\mataSegar131_jpeg.rf.145573e1624fad1ed93be887e199e15a.jpg,fresh,1.63
eye-fresh\mataSegar131_jpeg.rf.2e8cdf331a3b1526ca05e6e459d53ca2.jpg,fresh,1.64
eye-fresh\mataSegar131_jpeg.rf.bfb680cd7deb4c77f2b8edc9f1069a4d.jpg,fresh,0.33
eye-fresh\mataSegar132_jpeg.rf.6037e73f312156d10ca75246a194c69d.jpg,fresh,1.01
eye-fresh\mataSegar132_jpeg.rf.9ed551e01006ace0be5c50793fdf66b5.jpg,fresh,2.49
eye-fresh\mataSegar132_jpeg.rf.e29aeeaa20da89cd28bd2cb0e29c7b3b.jpg,fresh,1
eye-fresh\mataSegar133-Small_jpeg.rf.93f8f5adc6a87c12acddb52dcf96b26c.jpg,fresh,3.12
eye-fresh\mataSegar133-Small_jpeg.rf.e154da5420254f59a799c9fb92f63e9b.jpg,fresh,2.87
eye-fresh\mataSegar133-Small_jpeg.rf.ffaaad10cb2a3374f3bff86d72f2511b.jpg,fresh,1.8
eye-fresh\mataSegar133_jpeg.rf.12a9aac93d9f5f9d81926db77512afa4.jpg,fresh,0.03
eye-fresh\mataSegar133_jpeg.rf.87720046eeb589b21359ad7396e126b8.jpg,fresh,1.08
eye-fresh\mataSegar133_jpeg.rf.f98a7bc00479a32fec31256f2d752b82.jpg,fresh,2.08
eye-fresh\mataSegar134-Small_jpeg.rf.b6df11e24dc7d415d131190947fbef59.jpg,fresh,2.1
eye-fresh\mataSegar134-Small_jpeg.rf.c0805eafae81680e232a2b2ae075bd11.jpg,fresh,2.42
eye-fresh\mataSegar134-Small_jpeg.rf.ffac1bb5e115440249892cc0920e4773.jpg,fresh,0.96
eye-fresh\mataSegar134_jpeg.rf.3f1f818bee044602785d4e8c7f7bd822.jpg,fresh,2.43
eye-fresh\mataSegar134_jpeg.rf.9e2fa630f2dd991812528f257a2d567a.jpg,fresh,2.05
eye-fresh\mataSegar134_jpeg.rf.c4acbfcb3bad9037a762f6e803201347.jpg,fresh,0.63
eye-fresh\mataSegar135-2-Small_jpeg.rf.9a253725ee9df39695d9309e4300a567.jpg,fresh,1.49
eye-fresh\mataSegar135-2-Small_jpeg.rf.c9325127cc7a6fd4abef67059ba45b7d.jpg,fresh,2.86
eye-fresh\mataSegar135-2-Small_jpeg.rf.ee5cb585a6562e29a7ef0e1f9ce83efc.jpg,fresh,1.8
eye-fresh\mataSegar135-3-Small_jpeg.rf.2c69c01a56b8132f2befdab387affe2d.jpg,fresh,3.57
eye-fresh\mataSegar135-3-Small_jpeg.rf.58d80d667ee0b960601c59ac300aa5c9.jpg,fresh,0.04
eye-fresh\mataSegar135-3-Small_jpeg.rf.e32f5ab0ddaf26baf3058385a7b3d768.jpg,fresh,3.1
eye-fresh\mataSegar135-3_jpeg.rf.62552ab98b6029d7a9c808dfe3571613.jpg,fresh,1.01
eye-fresh\mataSegar135-3_jpeg.rf.950410f52f1620a7546ac0fbb7d560d1.jpg,fresh,3.57
eye-fresh\mataSegar135-3_jpeg.rf.dcbf2db3544205d87eb2b23f2dcb3f21.jpg,fresh,0.43
eye-fresh\mataSegar13_jpeg.rf.053d0afcc100d362ceffb6bea7fb4e60.jpg,fresh,1.2
eye-fresh\mataSegar13_jpeg.rf.a297a1628acae748d67152f46396f83d.jpg,fresh,3.28
eye-fresh\mataSegar13_jpeg.rf.f9fea0d30fc83ce61a30645a4d5c8632.jpg,fresh,3.18
eye-fresh\mataSegar14-Small_jpeg.rf.31a60d64f9cee95433bd4c74fd00b61c.jpg,fresh,0.74
eye-fresh\mataSegar14-Small_jpeg.rf.c3b6a8f568141b1fd844a354fcc60765.jpg,fresh,2.35
eye-fresh\mataSegar14-Small_jpeg.rf.cf0b7af5139242166e1b889910b04070.jpg,fresh,0.1
eye-fresh\mataSegar14_jpeg.rf.399bfe6576b112ba380f780a9a8a59b7.jpg,fresh,1.55
eye-fresh\mataSegar14_jpeg.rf.7105ff7c4cf9c7eea434a642870d752f.jpg,fresh,3.3
eye-fresh\mataSegar14_jpeg.rf.7c0399d535aad0fb9573a9ec22072fab.jpg,fresh,1.77
eye-fresh\mataSegar15_jpeg.rf.207ec991b8f9deb11b659b2c340b8aba.jpg,fresh,0.45
eye-fresh\mataSegar15_jpeg.rf.230dfd47a025fea01ef46e05fdac364b.jpg,fresh,0.01
eye-fresh\mataSegar15_jpeg.rf.ba12ebc6c744bb3def439946052de0dd.jpg,fresh,1.14
eye-fresh\mataSegar16-Small_jpeg.rf.72bffb46c1499a59c9662b506894ef60.jpg,fresh,0.1
eye-fresh\mataSegar16-Small_jpeg.rf.7d82efc42430d8ce7ecb7707accd0225.jpg,fresh,2.13
eye-fresh\mataSegar16-Small_jpeg.rf.aef1a4fb3a7a4d68f33ebbd431fa10fa.jpg,fresh,3.58
eye-fresh\mataSegar17-Small_jpeg.rf.239a2f118e163fc708b2778a5c0242bd.jpg,fresh,1.89
eye-fresh\mataSegar17-Small_jpeg.rf.55bbfb09848b4778f6fdea4686cd2570.jpg,fresh,3.94
eye-fresh\mataSegar17-Small_jpeg.rf.69df89f87b2b203d2acfa7921b05136e.jpg,fresh,2.06
eye-fresh\mataSegar17_jpeg.rf.aab5028ae37da997f88ef2d71aa8038f.jpg,fresh,3.03
eye-fresh\mataSegar17_jpeg.rf.bacba78c3af470c2228937e42a42cf22.jpg,fresh,1.9
eye-fresh\mataSegar17_jpeg.rf.d0885e360fc33a301a7bde462488ca02.jpg,fresh,1.67
eye-fresh\mataSegar18-Small_jpeg.rf.296b63284ab59d1d7e44846a9963a327.jpg,fresh,3.89
eye-fresh\mataSegar18-Small_jpeg.rf.7b8a9259a166ca2aee0d6afea804e17a.jpg,fresh,2.23
eye-fresh\mataSegar18-Small_jpeg.rf.c389130b15e33094140c31986abc705e.jpg,fresh,1.24
eye-fresh\mataSegar18_jpeg.rf.2601d6cf856feebf0825dee147255b68.jpg,fresh,2.63
eye-fresh\mataSegar18_jpeg.rf.574f1965d8ea43f98f67035f9890c6c0.jpg,fresh,2.62
eye-fresh\mataSegar18_jpeg.rf.947c8a6e8e4ae44a55a447254f9b415e.jpg,fresh,0.81
eye-fresh\mataSegar19_jpeg.rf.663741b8d315d76fa22847588c6bf474.jpg,fresh,3.71
eye-fresh\mataSegar19_jpeg.rf.70698935ebfc2aa96df6a8a5e09de8c5.jpg,fresh,0.05
eye-fresh\mataSegar19_jpeg.rf.f4f7b2ea9f7c9231a8178c4769a09f24.jpg,fresh,1.12
eye-fresh\mataSegar2-Small_jpeg.rf.26cce4bf5e86d65c792d4cb0e021461d.jpg,fresh,1.81
eye-fresh\mataSegar2-Small_jpeg.rf.2b1a232acf7dd2c64c03e5ef98f1a672.jpg,fresh,2.96
eye-fresh\mataSegar2-Small_jpeg.rf.9d5e075413475ef79a43ca1e9fe4ec33.jpg,fresh,0.54
eye-fresh\mataSegar20-Small_jpeg.rf.37406c71be2b43bd099b982513ec04b9.jpg,fresh,3.7
eye-fresh\mataSegar20-Small_jpeg.rf.404cc13085b2562e301c211c755ccefe.jpg,fresh,3.25
eye-fresh\mataSegar20-Small_jpeg.rf.af7c30ccf4325fe33b3328c4893ce40d.jpg,fresh,1.5
eye-fresh\mataSegar20_jpeg.rf.3bd7f723ee3be1e9ca1a5faa4533197c.jpg,fresh,3.57
eye-fresh\mataSegar20_jpeg.rf.b37a718417585093743836e13f1f6c5d.jpg,fresh,2.18
eye-fresh\mataSegar20_jpeg.rf.c1b110e42c9082d6cdbffb887f742a20.jpg,fresh,3.86
eye-fresh\mataSegar21-Small_jpeg.rf.1ba017d63b74dcf31e9468b118c197c8.jpg,fresh,0.12
eye-fresh\mataSegar21-Small_jpeg.rf.25d21aa3c38eeb7cf985c656676bd49d.jpg,fresh,2.35
eye-fresh\mataSegar21-Small_jpeg.rf.b6ba986cf1761a3ab547918ecb7f32ca.jpg,fresh,1.09
eye-fresh\mataSegar21_jpeg.rf.29e213e615080bdfe08b26420cd33d68.jpg,fresh,2.29
eye-fresh\mataSegar21_jpeg.rf.6a31f6e4e4d573c6ff3482bcd8b40ed2.jpg,fresh,0.97
eye-fresh\mataSegar21_jpeg.rf.f69f8301874f0f809af98510a68e0492.jpg,fresh,2.17
eye-fresh\mataSegar22_jpeg.rf.032674df80d7ca7537ad40dd2c20fe98.jpg,fresh,3.68
eye-fresh\mataSegar22_jpeg.rf.46254a31e815833c16b15f6888155db8.jpg,fresh,1.11
eye-fresh\mataSegar22_jpeg.rf.625fa41ef5ff875e22a31abb3ae8eb86.jpg,fresh,0.75
eye-fresh\mataSegar23-Small_jpeg.rf.4eed5df0ee4fc44c3c7c6a5b17f1f591.jpg,fresh,3.06
eye-fresh\mataSegar23-Small_jpeg.rf.7e42e50dac153f35f82d2c6755543467.jpg,fresh,1.7
eye-fresh\mataSegar23-Small_jpeg.rf.a75144665cea3014e662900833e07ad3.jpg,fresh,1.47
eye-fresh\mataSegar23_jpeg.rf.3d58f2a09c02f58140683419518b717d.jpg,fresh,1.93
eye-fresh\mataSegar23_jpeg.rf.47bf3dbbb30d9644cab4624cedb329d2.jpg,fresh,3.24
eye-fresh\mataSegar23_jpeg.rf.dd5095f489ef14909cec252a19fcf3cc.jpg,fresh,1.88
eye-fresh\mataSegar24-Small_jpeg.rf.77f178de4d781d79eb6c5b2f8b1b3569.jpg,fresh,3.19
eye-fresh\mataSegar24-Small_jpeg.rf.f0ba1e9db16ee0c288c3b12f5fc14559.jpg,fresh,1.63
eye-fresh\mataSegar24-Small_jpeg.rf.fa3037adcd2cd5be5b529675d9f142c7.jpg,fresh,2.36
eye-fresh\mataSegar24_jpeg.rf.15708861df47716d067df88de4f7c0d2.jpg,fresh,0.5
eye-fresh\mataSegar24_jpeg.rf.9753bf653a53091ad5680813e132986d.jpg,fresh,1.74
eye-fresh\mataSegar24_jpeg.rf.ebef5b893c2225c007d1c94c1cf6d74d.jpg,fresh,2.29
eye-fresh\mataSegar25_jpeg.rf.1f9bc191999f54c81bcfefa137313fef.jpg,fresh,0.06
eye-fresh\mataSegar25_jpeg.rf.95f1911fa05ac71f1952bb757a15b2da.jpg,fresh,1.34
eye-fresh\mataSegar25_jpeg.rf.c64d1c3fdda0632921ecee06cd87cfed.jpg,fresh,0.74
eye-fresh\mataSegar26_jpeg.rf.aabbd301fd871d075eb7c87d80c58364.jpg,fresh,1.62
eye-fresh\mataSegar26_jpeg.rf.cbd42371de69290ffb4d5e947897e9a8.jpg,fresh,1.8
eye-fresh\mataSegar26_jpeg.rf.e3c9dcc44d7ddf94015acaa5b3504d4d.jpg,fresh,3.1
eye-fresh\mataSegar27-Small_jpeg.rf.8f8ee4c82d5d5cad5f0736fdfcd4db0c.jpg,fresh,1.27
eye-fresh\mataSegar27-Small_jpeg.rf.c8c54eb97c1327720ead3e2dd9f566b1.jpg,fresh,1.14
eye-fresh\mataSegar27-Small_jpeg.rf.fa181beccc21fd28ebba7985154de837.jpg,fresh,2.24
eye-fresh\mataSegar27_jpeg.rf.09dacbd2252235c4d745b62cc5f34d53.jpg,fresh,3.03
eye-fresh\mataSegar27_jpeg.rf.15249c268fd3cd1d7d4315fbc724a7ad.jpg,fresh,3.08
eye-fresh\mataSegar27_jpeg.rf.fd7c5afde62aed634b5f3f76e07d2e8b.jpg,fresh,1.22
eye-fresh\mataSegar28-Small_jpeg.rf.7ac411a2973d205ee015aeeb9660ff49.jpg,fresh,0.35
eye-fresh\mataSegar28-Small_jpeg.rf.a5c6601b974787decbb77876d889d10b.jpg,fresh,3.36
